clip_id,video_path,label,manipulation_type,method,source,target1,target2,race,gender,split
D__id00519__00028_id00909_nEQbKqo1XCs_id00694_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00519\00028_id00909_nEQbKqo1XCs_id00694_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00519,id00909,id00694,Caucasian (European),men,train
B__id00328__00092_fake,raw\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id00328\00092_fake.mp4,1,RealVideo-FakeAudio,rtvc,id00328,fake.mp4,-,Caucasian (European),women,train
D__id00395__00420_id03941_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00395\00420_id03941_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00395,id03941,-,Caucasian (European),women,train
C__id01589__00017_id05743_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id01589\00017_id05743_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01589,id05743,-,Asian (East),men,train
A__id00582__00006,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id00582\00006.mp4,0,RealVideo-RealAudio,real,id00582,-,-,Asian (East),women,train
C__id00018__00181_id01192_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00018\00181_id01192_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00018,id01192,-,Caucasian (American),men,train
C__id03559__00023_id04583_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id03559\00023_id04583_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03559,id04583,-,Asian (South),women,train
C__id02807__00032_id03211_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id02807\00032_id03211_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02807,id03211,-,Asian (East),women,train
D__id00829__00271_id03103_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id00829\00271_id03103_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00829,id03103,-,African,women,train
D__id03815__00118_1_id00043_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id03815\00118_1_id00043_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03815,1,-,Asian (South),women,train
D__id00270__00088_id00496_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00270\00088_id00496_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00270,id00496,-,Caucasian (European),women,train
D__id01248__00005_id01091_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id01248\00005_id01091_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01248,id01091,-,Caucasian (American),women,train
A__id00781__00092,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id00781\00092.mp4,0,RealVideo-RealAudio,real,id00781,-,-,African,men,train
D__id04726__00245_3_id04691_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04726\00245_3_id04691_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04726,3,-,Asian (East),men,train
D__id01856__00006_id01597_52WEZxe4_GE_id01207_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01856\00006_id01597_52WEZxe4_GE_id01207_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01856,id01597,id01207,African,men,train
D__id01051__00322_id01058_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01051\00322_id01058_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01051,id01058,-,Caucasian (European),men,train
D__id02310__00139_id07689_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id02310\00139_id07689_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id02310,id07689,-,Asian (South),women,train
D__id03781__00113_id03605_JGZt9DAhBRs_id00025_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id03781\00113_id03605_JGZt9DAhBRs_id00025_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03781,id03605,id00025,Caucasian (American),women,train
A__id05434__00052,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id05434\00052.mp4,0,RealVideo-RealAudio,real,id05434,-,-,Asian (South),women,train
D__id00999__00028_id01157_yDgqfOWVKko_id00909_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00999\00028_id01157_yDgqfOWVKko_id00909_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00999,id01157,id00909,Caucasian (European),men,train
D__id06268__00159_id00747_l3eOd4UDsGc_id00080_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id06268\00159_id00747_l3eOd4UDsGc_id00080_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id06268,id00747,id00080,Asian (South),women,train
C__id00582__00006_id09171_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id00582\00006_id09171_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00582,id09171,-,Asian (East),women,train
A__id00403__00052,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00403\00052.mp4,0,RealVideo-RealAudio,real,id00403,-,-,Caucasian (European),women,train
D__id03945__00063_id04554_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id03945\00063_id04554_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id03945,id04554,-,Asian (South),men,train
D__id01182__00167_1_id01175_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01182\00167_1_id01175_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01182,1,-,Caucasian (American),men,train
C__id01052__00076_0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id01052\00076_0.mp4,1,FakeVideo-RealAudio,faceswap,id01052,0.mp4,-,Caucasian (European),men,train
D__id00548__00015_id00368_KohcGDsg29U_faceswap_id01156_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00548\00015_id00368_KohcGDsg29U_faceswap_id01156_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00548,id00368,faceswap,Caucasian (European),men,train
A__id01212__00183,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id01212\00183.mp4,0,RealVideo-RealAudio,real,id01212,-,-,Asian (East),men,train
C__id06066__00028_id00363_XNRwEZtddRk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id06066\00028_id00363_XNRwEZtddRk.mp4,1,FakeVideo-RealAudio,fsgan,id06066,id00363,-,Asian (East),women,train
D__id00100__00028_3_id01227_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00100\00028_3_id01227_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00100,3,-,Caucasian (American),women,train
D__id00830__00143_id00076_Isiq7cA-DNE_faceswap_id01544_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00830\00143_id00076_Isiq7cA-DNE_faceswap_id01544_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00830,id00076,faceswap,African,men,train
D__id00042__00028_id01002_eQTviHjyISo_id00270_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00042\00028_id01002_eQTviHjyISo_id00270_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00042,id01002,id00270,Caucasian (European),women,train
C__id05251__00033_id05252_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05251\00033_id05252_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id05251,id05252,-,African,women,train
D__id00694__00340_id00535_BhvTIJ-YG5s_faceswap_id00225_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00694\00340_id00535_BhvTIJ-YG5s_faceswap_id00225_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00694,id00535,faceswap,Caucasian (European),men,train
C__id01154__00118_id02567_4Ao5jgpSXdw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id01154\00118_id02567_4Ao5jgpSXdw.mp4,1,FakeVideo-RealAudio,fsgan,id01154,id02567,-,Caucasian (European),men,train
D__id01126__00040_id00265_dZq57FoxXR4_id00519_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01126\00040_id00265_dZq57FoxXR4_id00519_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01126,id00265,id00519,Caucasian (European),men,train
A__id00548__00015,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00548\00015.mp4,0,RealVideo-RealAudio,real,id00548,-,-,Caucasian (European),men,train
C__id00945__00107_id01105_qxMlGJlyfA8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id00945\00107_id01105_qxMlGJlyfA8.mp4,1,FakeVideo-RealAudio,fsgan,id00945,id01105,-,Caucasian (American),men,train
A__id00594__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00594\00005.mp4,0,RealVideo-RealAudio,real,id00594,-,-,Caucasian (European),men,train
D__id00100__00028_0_id01248_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00100\00028_0_id01248_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00100,0,-,Caucasian (American),women,train
C__id01835__00130_id00476_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01835\00130_id00476_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01835,id00476,-,African,men,train
A__id00192__00078,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00192\00078.mp4,0,RealVideo-RealAudio,real,id00192,-,-,Caucasian (European),men,train
A__id00696__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id00696\00005.mp4,0,RealVideo-RealAudio,real,id00696,-,-,Caucasian (American),men,train
A__id02553__00043,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id02553\00043.mp4,0,RealVideo-RealAudio,real,id02553,-,-,Asian (East),men,train
C__id00496__00015_id03589_9NxOQlwpMys,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00496\00015_id03589_9NxOQlwpMys.mp4,1,FakeVideo-RealAudio,fsgan,id00496,id03589,-,Caucasian (European),women,train
C__id00554__00028_id00981_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00554\00028_id00981_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00554,id00981,-,Caucasian (European),men,train
D__id00897__00005_id00813_dKs9CWJIkSI_id00484_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00897\00005_id00813_dKs9CWJIkSI_id00484_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00897,id00813,id00484,Caucasian (European),women,train
C__id02493__00073_id04774_k3yOcTA95dg,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id02493\00073_id04774_k3yOcTA95dg.mp4,1,FakeVideo-RealAudio,fsgan,id02493,id04774,-,Asian (East),men,train
D__id02493__00073_id09053_6baCAGutGFg_faceswap_id06776_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id02493\00073_id09053_6baCAGutGFg_faceswap_id06776_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id02493,id09053,faceswap,Asian (East),men,train
A__id01248__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id01248\00005.mp4,0,RealVideo-RealAudio,real,id01248,-,-,Caucasian (American),women,train
D__id02310__00139_id04070_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id02310\00139_id04070_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id02310,id04070,-,Asian (South),women,train
C__id08314__00028_id00078_9CoVxzTOAhk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id08314\00028_id00078_9CoVxzTOAhk.mp4,1,FakeVideo-RealAudio,fsgan,id08314,id00078,-,Asian (South),men,train
D__id01052__00076_id00559_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01052\00076_id00559_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01052,id00559,-,Caucasian (European),men,train
D__id01227__00052_id00752_mqS1sUVFjhM_id00291_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id01227\00052_id00752_mqS1sUVFjhM_id00291_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01227,id00752,id00291,Caucasian (American),women,train
D__id04726__00245_id02553_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04726\00245_id02553_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id04726,id02553,-,Asian (East),men,train
C__id00292__00072_id01157_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00292\00072_id01157_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00292,id01157,-,Caucasian (European),men,train
C__id03180__00039_id06354_PmWLmcJNUhM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id03180\00039_id06354_PmWLmcJNUhM.mp4,1,FakeVideo-RealAudio,fsgan,id03180,id06354,-,Asian (South),men,train
A__id07377__00025,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id07377\00025.mp4,0,RealVideo-RealAudio,real,id07377,-,-,Asian (South),women,train
D__id03103__00130_id00460_9sVM1Crx1FA_id04540_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03103\00130_id00460_9sVM1Crx1FA_id04540_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03103,id00460,id04540,African,women,train
A__id00076__00109,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id00076\00109.mp4,0,RealVideo-RealAudio,real,id00076,-,-,African,men,train
C__id00781__00092_id01972_hBYoeQTm8ZQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id00781\00092_id01972_hBYoeQTm8ZQ.mp4,1,FakeVideo-RealAudio,fsgan,id00781,id01972,-,African,men,train
C__id03028__00466_id05479_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id03028\00466_id05479_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03028,id05479,-,Asian (East),men,train
D__id01123__00072_id00909_nEQbKqo1XCs_id00963_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01123\00072_id00909_nEQbKqo1XCs_id00963_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01123,id00909,id00963,Caucasian (European),men,train
C__id00909__00037_id00241_DlI4wqSFwbI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00909\00037_id00241_DlI4wqSFwbI.mp4,1,FakeVideo-RealAudio,fsgan,id00909,id00241,-,Caucasian (European),men,train
A__id03747__00273,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id03747\00273.mp4,0,RealVideo-RealAudio,real,id03747,-,-,African,women,train
C__id03757__00149_id00945_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03757\00149_id00945_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03757,id00945,-,Caucasian (American),men,train
C__id00185__00015_id00171_PWU6n0qrv4c,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00185\00015_id00171_PWU6n0qrv4c.mp4,1,FakeVideo-RealAudio,fsgan,id00185,id00171,-,Caucasian (European),men,train
D__id00241__00015_2_id00963_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00241\00015_2_id00963_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00241,2,-,Caucasian (European),men,train
C__id00813__00169_id00262_3p7sRWAAh1Q,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00813\00169_id00262_3p7sRWAAh1Q.mp4,1,FakeVideo-RealAudio,fsgan,id00813,id00262,-,Caucasian (European),women,train
A__id08652__00006,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id08652\00006.mp4,0,RealVideo-RealAudio,real,id08652,-,-,Asian (East),men,train
C__id00458__00072_id01248_2y-HnTO8WrQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00458\00072_id01248_2y-HnTO8WrQ.mp4,1,FakeVideo-RealAudio,fsgan,id00458,id01248,-,Caucasian (American),women,train
A__id00842__00043,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00842\00043.mp4,0,RealVideo-RealAudio,real,id00842,-,-,Caucasian (American),women,train
D__id01051__00322_id00305_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01051\00322_id00305_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01051,id00305,-,Caucasian (European),men,train
D__id01528__00017_id01452_4MqeoSxSy3w_faceswap_id01076_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01528\00017_id01452_4MqeoSxSy3w_faceswap_id01076_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01528,id01452,faceswap,African,men,train
C__id00816__00118_id04526_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id00816\00118_id04526_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00816,id04526,-,Asian (South),men,train
A__id01182__00167,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id01182\00167.mp4,0,RealVideo-RealAudio,real,id01182,-,-,Caucasian (American),men,train
C__id01521__00109_id01452_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01521\00109_id01452_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01521,id01452,-,African,men,train
A__id02587__00020,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id02587\00020.mp4,0,RealVideo-RealAudio,real,id02587,-,-,Asian (East),women,train
D__id02005__00052_id02342_RJPBPhJB8TA_faceswap_id00518_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id02005\00052_id02342_RJPBPhJB8TA_faceswap_id00518_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id02005,id02342,faceswap,African,men,train
C__id00747__00053_id05920_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id00747\00053_id05920_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00747,id05920,-,Asian (South),women,train
C__id00919__00063_id02567_4Ao5jgpSXdw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00919\00063_id02567_4Ao5jgpSXdw.mp4,1,FakeVideo-RealAudio,fsgan,id00919,id02567,-,Caucasian (European),men,train
A__id00287__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00287\00005.mp4,0,RealVideo-RealAudio,real,id00287,-,-,Caucasian (European),women,train
A__id05251__00033,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id05251\00033.mp4,0,RealVideo-RealAudio,real,id05251,-,-,African,women,train
C__id02494__00050_id02268_irA9myDvW-I,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id02268_irA9myDvW-I.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id02268,-,African,men,train
A__id01238__00037,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id01238\00037.mp4,0,RealVideo-RealAudio,real,id01238,-,-,Caucasian (American),women,train
A__id07182__00040,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id07182\00040.mp4,0,RealVideo-RealAudio,real,id07182,-,-,Asian (South),men,train
D__id01179__00160_id00476_UgdYVJ6xPYg_id01856_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01179\00160_id00476_UgdYVJ6xPYg_id01856_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01179,id00476,id01856,African,men,train
A__id04582__00180,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id04582\00180.mp4,0,RealVideo-RealAudio,real,id04582,-,-,Asian (South),women,train
C__id02587__00020_id01281_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id02587\00020_id01281_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02587,id01281,-,Asian (East),women,train
D__id00945__00107_id00264_gslpgRLj4Xo_id04073_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00945\00107_id00264_gslpgRLj4Xo_id04073_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00945,id00264,id04073,Caucasian (American),men,train
D__id00816__00118_id07200_quCElxMhW6g_faceswap_id07108_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00816\00118_id07200_quCElxMhW6g_faceswap_id07108_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00816,id07200,faceswap,Asian (South),men,train
C__id02464__00002_id03781_jbHfYGVNqTg,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id02464\00002_id03781_jbHfYGVNqTg.mp4,1,FakeVideo-RealAudio,fsgan,id02464,id03781,-,Caucasian (American),women,train
D__id04726__00245_1_id06152_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04726\00245_1_id06152_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04726,1,-,Asian (East),men,train
D__id00414__00052_id03599_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00414\00052_id03599_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00414,id03599,-,Asian (South),men,train
D__id07739__00019_id07039_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id07739\00019_id07039_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07739,id07039,-,Asian (East),women,train
A__id06437__00028,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id06437\00028.mp4,0,RealVideo-RealAudio,real,id06437,-,-,Asian (South),women,train
C__id00735__00037_id00569_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00735\00037_id00569_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00735,id00569,-,Caucasian (European),women,train
A__id06470__00052,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id06470\00052.mp4,0,RealVideo-RealAudio,real,id06470,-,-,Asian (East),men,train
A__id01856__00006,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id01856\00006.mp4,0,RealVideo-RealAudio,real,id01856,-,-,African,men,train
C__id07377__00025_id04530_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id07377\00025_id04530_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id07377,id04530,-,Asian (South),women,train
A__id06060__00219,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id06060\00219.mp4,0,RealVideo-RealAudio,real,id06060,-,-,Asian (East),women,train
D__id00594__00005_id00185_1lsGWpwnl1M_faceswap_id00498_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00594\00005_id00185_1lsGWpwnl1M_faceswap_id00498_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00594,id00185,faceswap,Caucasian (European),men,train
D__id01532__00065_id03569_YO0EpPm9p-8_id01532_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id01532\00065_id03569_YO0EpPm9p-8_id01532_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01532,id03569,id01532,African,women,train
D__id00575__00092_id00025_PjSeVtbvSjA_id00145_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00575\00092_id00025_PjSeVtbvSjA_id00145_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00575,id00025,id00145,Caucasian (American),women,train
A__id07338__00003,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id07338\00003.mp4,0,RealVideo-RealAudio,real,id07338,-,-,Asian (East),men,train
D__id00100__00028_2_id01075_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00100\00028_2_id01075_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00100,2,-,Caucasian (American),women,train
C__id00431__00039_id00555_4DWmIb1tFZQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00431\00039_id00555_4DWmIb1tFZQ.mp4,1,FakeVideo-RealAudio,fsgan,id00431,id00555,-,Caucasian (American),women,train
A__id09143__00056,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id09143\00056.mp4,0,RealVideo-RealAudio,real,id09143,-,-,Asian (East),men,train
D__id00234__00063_id00403_n4LSCxzFr6o_faceswap_id00234_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00234\00063_id00403_n4LSCxzFr6o_faceswap_id00234_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00234,id00403,faceswap,Caucasian (European),women,train
C__id02089__00092_id05845_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id02089\00092_id05845_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02089,id05845,-,Asian (South),women,train
